ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
KECP,medium_airport,Northwest Florida Beaches International Airport,69.0,,US,US-FL,Panama City Beach,KECP,ECP,ECP,"-85.795414, 30.357106"
KEDW,large_airport,Edwards Air Force Base,2312.0,,US,US-CA,Edwards,KEDW,EDW,EDW,"-117.884003, 34.905399"
KEED,medium_airport,Needles Airport,983.0,,US,US-CA,Needles,KEED,EED,EED,"-114.623001099, 34.7663002014"
KEEN,medium_airport,Dillant Hopkins Airport,488.0,,US,US-NH,Keene,KEEN,EEN,EEN,"-72.27079772949219, 42.898399353027344"
KEET,medium_airport,Shelby County Airport,586.0,,US,US-AL,Alabaster,KEET,,EET,"-86.78279877, 33.17699814"
KEFD,medium_airport,Ellington Airport,32.0,,US,US-TX,Houston,KEFD,EFD,EFD,"-95.1587982178, 29.607299804700002"
KEGE,medium_airport,Eagle County Regional Airport,6548.0,,US,US-CO,Eagle,KEGE,EGE,EGE,"-106.9179993, 39.64260101"
KEGI,medium_airport,Duke Field,191.0,,US,US-FL,Crestview,KEGI,EGI,EGI,"-86.52290344, 30.65040016"
KEKA,medium_airport,Murray Field,7.0,,US,US-CA,Eureka,KEKA,EKA,EKA,"-124.112998962, 40.803398132299996"
KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,1987.0,,US,US-WV,Elkins,KEKN,EKN,EKN,"-79.85710144, 38.88940048"
KEKO,medium_airport,Elko Regional Airport,5140.0,,US,US-NV,Elko,KEKO,EKO,EKO,"-115.79199981689453, 40.82490158081055"
KELD,medium_airport,South Arkansas Regional At Goodwin Field,277.0,,US,US-AR,El Dorado,KELD,ELD,ELD,"-92.81330108642578, 33.22100067138672"
KELM,medium_airport,Elmira Corning Regional Airport,954.0,,US,US-NY,Elmira/Corning,KELM,ELM,ELM,"-76.8916015625, 42.1599006652832"
KELO,medium_airport,Ely Municipal Airport,1456.0,,US,US-MN,Ely,KELO,LYU,ELO,"-91.83070374, 47.82450104"
KELP,medium_airport,El Paso International Airport,3959.0,,US,US-TX,El Paso,KELP,ELP,ELP,"-106.3779984, 31.80719948"
KELY,medium_airport,Ely Airport Yelland Field,6259.0,,US,US-NV,Ely,KELY,ELY,ELY,"-114.8420029, 39.29970169"
KEND,large_airport,Vance Air Force Base,1307.0,,US,US-OK,Enid,KEND,END,END,"-97.9164962769, 36.339199066199996"
KENV,medium_airport,Wendover Airport,4237.0,,US,US-UT,Wendover,KENV,ENV,ENV,"-114.03099823, 40.7187004089"
KENW,medium_airport,Kenosha Regional Airport,742.0,,US,US-WI,Kenosha,KENW,ENW,ENW,"-87.92780304, 42.59569931"
KERI,large_airport,Erie International Tom Ridge Field,732.0,,US,US-PA,Erie,KERI,ERI,ERI,"-80.1738667488, 42.0831270134"
KESF,medium_airport,Esler Regional Airport,112.0,,US,US-LA,Alexandria,KESF,ESF,ESF,"-92.2957992554, 31.3948993683"
KEUG,medium_airport,Mahlon Sweet Field,374.0,,US,US-OR,Eugene,KEUG,EUG,EUG,"-123.21199798583984, 44.12459945678711"
KEVV,medium_airport,Evansville Regional Airport,418.0,,US,US-IN,Evansville,KEVV,EVV,EVV,"-87.5324020386, 38.0369987488"
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,7143.0,,US,US-WY,Evanston,KEVW,EVW,EVW,"-111.0350037, 41.27479935"
KEWB,medium_airport,New Bedford Regional Airport,80.0,,US,US-MA,New Bedford,KEWB,EWB,EWB,"-70.95690155029297, 41.67610168457031"
KEWN,medium_airport,Coastal Carolina Regional Airport,18.0,,US,US-NC,New Bern,KEWN,EWN,EWN,"-77.04290008539999, 35.0730018616"
KEWR,large_airport,Newark Liberty International Airport,18.0,,US,US-NJ,Newark,KEWR,EWR,EWR,"-74.168701171875, 40.692501068115234"
KEYW,medium_airport,Key West International Airport,3.0,,US,US-FL,Key West,KEYW,EYW,EYW,"-81.75959777832031, 24.556100845336914"
KFAF,medium_airport,Felker Army Air Field,12.0,,US,US-VA,Fort Eustis,KFAF,FAF,FAF,"-76.60880279540001, 37.132499694799996"
KFAR,medium_airport,Hector International Airport,902.0,,US,US-ND,Fargo,KFAR,FAR,FAR,"-96.81580352783203, 46.92070007324219"
KFAT,medium_airport,Fresno Yosemite International Airport,336.0,,US,US-CA,Fresno,KFAT,FAT,FAT,"-119.718002, 36.776199"
KFAY,medium_airport,Fayetteville Regional Grannis Field,189.0,,US,US-NC,Fayetteville,KFAY,FAY,FAY,"-78.88030242919922, 34.9911994934082"
KFBG,medium_airport,Simmons Army Air Field,244.0,,US,US-NC,Fort Bragg,KFBG,FBG,FBG,"-78.93669891, 35.13180161"
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,5838.0,,US,US-CO,Fort Carson,KFCS,FCS,FCS,"-104.7570038, 38.67839813"
KFDY,medium_airport,Findlay Airport,813.0,,US,US-OH,Findlay,KFDY,FDY,FDY,"-83.66870117190001, 41.013500213600004"
KFFO,large_airport,Wright-Patterson Air Force Base,823.0,,US,US-OH,Dayton,KFFO,FFO,FFO,"-84.0483016968, 39.8260993958"
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,4719.0,,US,US-AZ,Fort Huachuca / Sierra Vista,KFHU,FHU,FHU,"-110.348225, 31.587383"
KFKL,medium_airport,Venango Regional Airport,1540.0,,US,US-PA,Franklin,KFKL,FKL,FKL,"-79.8603973389, 41.3778991699"
KFLG,medium_airport,Flagstaff Pulliam Airport,7014.0,,US,US-AZ,Flagstaff,KFLG,FLG,FLG,"-111.6709976, 35.13850021"
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,FLL,"-80.152702, 26.072599"
KFLO,medium_airport,Florence Regional Airport,146.0,,US,US-SC,Florence,KFLO,FLO,FLO,"-79.7238998413086, 34.18539810180664"
KFME,medium_airport,Tipton Airport,150.0,,US,US-MD,Fort Meade(Odenton),KFME,FME,FME,"-76.7593994141, 39.08539962769999"
KFMN,medium_airport,Four Corners Regional Airport,5506.0,,US,US-NM,Farmington,KFMN,FMN,FMN,"-108.230003357, 36.741199493399996"
KFMY,medium_airport,Page Field,17.0,,US,US-FL,Fort Myers,KFMY,FMY,FMY,"-81.86329650879999, 26.58659935"
KFNT,medium_airport,Bishop International Airport,782.0,,US,US-MI,Flint,KFNT,FNT,FNT,"-83.74359893798828, 42.96540069580078"
KFOD,medium_airport,Fort Dodge Regional Airport,1156.0,,US,US-IA,Fort Dodge,KFOD,FOD,FOD,"-94.19259644, 42.55149841"
KFOE,medium_airport,Topeka Regional Airport - Forbes Field,1078.0,,US,US-KS,Topeka,KFOE,FOE,FOE,"-95.66359710690001, 38.950901031499995"
KFPR,medium_airport,St Lucie County International Airport,24.0,,US,US-FL,Fort Pierce,KFPR,FPR,FPR,"-80.36830139, 27.49510002"
KFRG,medium_airport,Republic Airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG,FRG,"-73.4133987427, 40.7288017273"
KFRI,medium_airport,Marshall Army Air Field,1065.0,,US,US-KS,Fort Riley(Junction City),KFRI,FRI,FRI,"-96.76450348, 39.05530167"
KFSD,medium_airport,Joe Foss Field Airport,1429.0,,US,US-SD,Sioux Falls,KFSD,FSD,FSD,"-96.741897583, 43.582000732400004"
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),1189.0,,US,US-OK,Fort Sill,KFSI,FSI,FSI,"-98.40219879, 34.64979935"
KFSM,large_airport,Fort Smith Regional Airport,469.0,,US,US-AR,Fort Smith,KFSM,FSM,FSM,"-94.36740112304688, 35.33660125732422"
KFST,medium_airport,Fort Stockton Pecos County Airport,3011.0,,US,US-TX,Fort Stockton,KFST,FST,FST,"-102.916000366, 30.9157009125"
KFTK,medium_airport,Godman Army Air Field,756.0,,US,US-KY,Fort Knox,KFTK,FTK,FTK,"-85.9720993042, 37.907100677500004"
KFTW,large_airport,Fort Worth Meacham International Airport,710.0,,US,US-TX,Fort Worth,KFTW,FTW,FTW,"-97.362396, 32.819801"
KFTY,medium_airport,Fulton County Airport Brown Field,841.0,,US,US-GA,Atlanta,KFTY,FTY,FTY,"-84.5214004517, 33.7790985107"
KFWA,large_airport,Fort Wayne International Airport,814.0,,US,US-IN,Fort Wayne,KFWA,FWA,FWA,"-85.19509888, 40.97850037"
KFXE,medium_airport,Fort Lauderdale Executive Airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,FXE,"-80.1707000732, 26.1972999573"
KFYV,medium_airport,Drake Field,1251.0,,US,US-AR,Fayetteville,KFYV,FYV,FYV,"-94.17009735107422, 36.00510025024414"
KGCC,medium_airport,Gillette Campbell County Airport,4365.0,,US,US-WY,Gillette,KGCC,GCC,GCC,"-105.539001465, 44.348899841299996"
KGCK,medium_airport,Garden City Regional Airport,2891.0,,US,US-KS,Garden City,KGCK,GCK,GCK,"-100.723999023, 37.9275016785"
KGCN,medium_airport,Grand Canyon National Park Airport,6609.0,,US,US-AZ,Grand Canyon,KGCN,GCN,GCN,"-112.14700317382812, 35.95240020751953"
KGDV,medium_airport,Dawson Community Airport,2458.0,,US,US-MT,Glendive,KGDV,GDV,GDV,"-104.8069992, 47.13869858"
KGEG,large_airport,Spokane International Airport,2376.0,,US,US-WA,Spokane,KGEG,GEG,GEG,"-117.53399658203125, 47.61989974975586"
KGFK,medium_airport,Grand Forks International Airport,845.0,,US,US-ND,Grand Forks,KGFK,GFK,GFK,"-97.176102, 47.949299"
KGFL,medium_airport,Floyd Bennett Memorial Airport,328.0,,US,US-NY,Glens Falls,KGFL,GFL,GFL,"-73.6102981567, 43.3412017822"
KGGG,medium_airport,East Texas Regional Airport,365.0,,US,US-TX,Longview,KGGG,GGG,GGG,"-94.71150207519531, 32.38399887084961"
KGGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,2296.0,,US,US-MT,Glasgow,KGGW,GGW,GGW,"-106.614998, 48.212502"
KGJT,medium_airport,Grand Junction Regional Airport,4858.0,,US,US-CO,Grand Junction,KGJT,GJT,GJT,"-108.527000427, 39.1223983765"
KGLD,medium_airport,Renner Field-Goodland Municipal Airport,3656.0,,US,US-KS,Goodland,KGLD,GLD,GLD,"-101.6989975, 39.37060165"
KGLH,medium_airport,Mid Delta Regional Airport,131.0,,US,US-MS,Greenville,KGLH,GLH,GLH,"-90.98560333251953, 33.4828987121582"
KGLS,medium_airport,Scholes International At Galveston Airport,6.0,,US,US-TX,Galveston,KGLS,GLS,GLS,"-94.86039733886719, 29.265300750732422"
KGMU,medium_airport,Greenville Downtown Airport,1048.0,,US,US-SC,Greenville,KGMU,GMU,GMU,"-82.34999847410002, 34.847900390599996"
KGNV,medium_airport,Gainesville Regional Airport,152.0,,US,US-FL,Gainesville,KGNV,GNV,GNV,"-82.2717971802, 29.6900997162"
KGON,medium_airport,Groton New London Airport,9.0,,US,US-CT,Groton (New London),KGON,GON,GON,"-72.04509735107422, 41.330101013183594"
KGPI,medium_airport,Glacier Park International Airport,2977.0,,US,US-MT,Kalispell,KGPI,FCA,GPI,"-114.25599670410156, 48.31050109863281"
KGPT,large_airport,Gulfport Biloxi International Airport,28.0,,US,US-MS,Gulfport,KGPT,GPT,GPT,"-89.07009887695312, 30.40730094909668"
KGRB,large_airport,Austin Straubel International Airport,695.0,,US,US-WI,Green Bay,KGRB,GRB,GRB,"-88.12960052490234, 44.48509979248047"
KGRF,medium_airport,Gray Army Air Field,300.0,,US,US-WA,Fort Lewis/Tacoma,KGRF,GRF,GRF,"-122.5810013, 47.07920074"
KGRI,medium_airport,Central Nebraska Regional Airport,1847.0,,US,US-NE,Grand Island,KGRI,GRI,GRI,"-98.30960083007812, 40.967498779296875"
KGRK,medium_airport,Robert Gray  Army Air Field Airport,1015.0,,US,US-TX,Fort Hood/Killeen,KGRK,GRK,GRK,"-97.82890319820001, 31.067199707"
KGRR,medium_airport,Gerald R. Ford International Airport,794.0,,US,US-MI,Grand Rapids,KGRR,GRR,GRR,"-85.52279663, 42.88079834"
KGSB,large_airport,Seymour Johnson Air Force Base,109.0,,US,US-NC,Goldsboro,KGSB,GSB,GSB,"-77.96060181, 35.33940125"
KGSO,large_airport,Piedmont Triad International Airport,925.0,,US,US-NC,Greensboro,KGSO,GSO,GSO,"-79.93730163574219, 36.097801208496094"
KGSP,large_airport,Greenville Spartanburg International Airport,964.0,,US,US-SC,Greenville,KGSP,GSP,GSP,"-82.2189025879, 34.8956985474"
KGTB,medium_airport,Wheeler Sack Army Air Field,688.0,,US,US-NY,Fort Drum,KGTB,,GTB,"-75.71949768, 44.05559921"
KGTF,medium_airport,Great Falls International Airport,3680.0,,US,US-MT,Great Falls,KGTF,GTF,GTF,"-111.3710022, 47.48199844"
KGTR,medium_airport,Golden Triangle Regional Airport,264.0,,US,US-MS,Columbus/W Point/Starkville,KGTR,GTR,GTR,"-88.5914001465, 33.450298309299995"
KGUP,medium_airport,Gallup Municipal Airport,6472.0,,US,US-NM,Gallup,KGUP,GUP,GUP,"-108.789001465, 35.511100769"
KGUS,large_airport,Grissom Air Reserve Base,812.0,,US,US-IN,Peru,KGUS,GUS,GUS,"-86.1520996094, 40.648101806599996"
KGUY,medium_airport,Guymon Municipal Airport,3123.0,,US,US-OK,Guymon,KGUY,GUY,GUY,"-101.508003235, 36.6851005554"
KGWO,medium_airport,GreenwoodÃ¢Â€Â“Leflore Airport,162.0,,US,US-MS,Greenwood,KGWO,GWO,GWO,"-90.0847015381, 33.4943008423"
KGYY,medium_airport,Gary Chicago International Airport,591.0,,US,US-IN,Gary,KGYY,GYY,GYY,"-87.41280364990234, 41.61629867553711"
KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,151.0,,US,US-MS,Hattiesburg,KHBG,HBG,HBG,"-89.25279999, 31.26479912"
KHBR,medium_airport,Hobart Regional Airport,1563.0,,US,US-OK,Hobart,KHBR,HBR,HBR,"-99.051313, 34.991317"
KHFD,medium_airport,Hartford Brainard Airport,18.0,,US,US-CT,Hartford,KHFD,HFD,HFD,"-72.649398803711, 41.736698150635"
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,703.0,,US,US-MD,Hagerstown,KHGR,HGR,HGR,"-77.72949982, 39.707901"
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR,"-118.334999, 33.922798"
KHIB,large_airport,Range Regional Airport,1354.0,,US,US-MN,Hibbing,KHIB,HIB,HIB,"-92.83899689, 47.38660049"
KHIF,medium_airport,Hill Air Force Base,4789.0,,US,US-UT,Ogden,KHIF,HIF,HIF,"-111.973086, 41.12403"
KHIO,medium_airport,Portland Hillsboro Airport,208.0,,US,US-OR,Portland,KHIO,HIO,HIO,"-122.949997, 45.540401"
KHKY,medium_airport,Hickory Regional Airport,1190.0,,US,US-NC,Hickory,KHKY,HKY,HKY,"-81.38950348, 35.74110031"
KHLG,medium_airport,Wheeling Ohio County Airport,1195.0,,US,US-WV,Wheeling,KHLG,HLG,HLG,"-80.6463012695, 40.1749992371"
KHLN,medium_airport,Helena Regional Airport,3877.0,,US,US-MT,Helena,KHLN,HLN,HLN,"-111.98300170898438, 46.6068000793457"
KHLR,medium_airport,Hood Army Air Field,924.0,,US,US-TX,Fort Hood(Killeen),KHLR,HLR,HLR,"-97.71450042720001, 31.138700485199998"
KHMN,large_airport,Holloman Air Force Base,4093.0,,US,US-NM,Alamogordo,KHMN,HMN,HMN,"-106.107002258, 32.8525009155"
KHOB,medium_airport,Lea County Regional Airport,3661.0,,US,US-NM,Hobbs,KHOB,HOB,HOB,"-103.2170029, 32.6875"
KHON,medium_airport,Huron Regional Airport,1289.0,,US,US-SD,Huron,KHON,HON,HON,"-98.22850036621094, 44.38520050048828"
KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,573.0,,US,US-KY,Fort Campbell/Hopkinsville,KHOP,HOP,HOP,"-87.49620056150002, 36.668598175"
KHOT,medium_airport,Memorial Field,540.0,,US,US-AR,Hot Springs,KHOT,HOT,HOT,"-93.09619903564453, 34.47800064086914"
KHOU,large_airport,William P Hobby Airport,46.0,,US,US-TX,Houston,KHOU,HOU,HOU,"-95.27890015, 29.64539909"
KHPN,medium_airport,Westchester County Airport,439.0,,US,US-NY,White Plains,KHPN,HPN,HPN,"-73.70760345458984, 41.06700134277344"
KHQM,medium_airport,Bowerman Airport,18.0,,US,US-WA,Hoquiam,KHQM,HQM,HQM,"-123.93699646, 46.971199035599994"
KHRL,medium_airport,Valley International Airport,36.0,,US,US-TX,Harlingen,KHRL,HRL,HRL,"-97.65440368652344, 26.228500366210938"
KHRO,medium_airport,Boone County Airport,1365.0,,US,US-AR,Harrison,KHRO,HRO,HRO,"-93.15470123291016, 36.26150131225586"
KHRT,medium_airport,Hurlburt Field,38.0,,US,US-FL,Mary Esther,KHRT,,HRT,"-86.68930053710938, 30.427799224853516"
KHST,medium_airport,Homestead ARB Airport,5.0,,US,US-FL,Homestead,KHST,HST,HST,"-80.38359833, 25.48859978"
KHSV,large_airport,Huntsville International Carl T Jones Field,629.0,,US,US-AL,Huntsville,KHSV,HSV,HSV,"-86.775100708008, 34.637199401855"
KHTS,large_airport,Tri-State/Milton J. Ferguson Field,828.0,,US,US-WV,Huntington,KHTS,HTS,HTS,"-82.55799866, 38.36669922"
KHUA,medium_airport,Redstone Army Air Field,684.0,,US,US-AL,Redstone Arsnl Huntsville,KHUA,HUA,HUA,"-86.68479919, 34.67869949"
KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",589.0,,US,US-IN,Terre Haute,KHUF,HUF,HUF,"-87.307602, 39.4515"
KHUL,medium_airport,Houlton International Airport,489.0,,US,US-ME,Houlton,KHUL,HUL,HUL,"-67.792098999, 46.1231002808"
KHUT,medium_airport,Hutchinson Municipal Airport,1543.0,,US,US-KS,Hutchinson,KHUT,HUT,HUT,"-97.86060333250002, 38.0654983521"
KHVN,medium_airport,Tweed New Haven Airport,12.0,,US,US-CT,New Haven,KHVN,HVN,HVN,"-72.88680267, 41.26369858"
KHVR,medium_airport,Havre City County Airport,2591.0,,US,US-MT,Havre,KHVR,HVR,HVR,"-109.762001, 48.54299927"
KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,54.0,,US,US-MA,Hyannis,KHYA,HYA,HYA,"-70.28040314, 41.66930008"
KHYI,medium_airport,San Marcos Regional Airport,597.0,,US,US-TX,San Marcos,KHYI,,HYI,"-97.862999, 29.8927"
KHYR,medium_airport,Sawyer County Airport,1216.0,,US,US-WI,Hayward,KHYR,HYR,HYR,"-91.44429779050002, 46.025199890100005"
KHYS,medium_airport,Hays Regional Airport,1999.0,,US,US-KS,Hays,KHYS,HYS,HYS,"-99.27320099, 38.84220123"
KIAB,medium_airport,Mc Connell Air Force Base,1371.0,,US,US-KS,Wichita,KIAB,IAB,IAB,"-97.26820374, 37.62189865"
KIAD,large_airport,Washington Dulles International Airport,312.0,,US,US-DC,Washington,KIAD,IAD,IAD,"-77.45580292, 38.94449997"
KIAG,medium_airport,Niagara Falls International Airport,589.0,,US,US-NY,Niagara Falls,KIAG,IAG,IAG,"-78.94619750976562, 43.1072998046875"
KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH,IAH,"-95.34140014648438, 29.984399795532227"
KICT,large_airport,Wichita Eisenhower National Airport,1333.0,,US,US-KS,Wichita,KICT,ICT,ICT,"-97.433098, 37.649899"
KIDA,medium_airport,Idaho Falls Regional Airport,4744.0,,US,US-ID,Idaho Falls,KIDA,IDA,IDA,"-112.070999, 43.514599"
KIKK,medium_airport,Greater Kankakee Airport,630.0,,US,US-IL,Kankakee,KIKK,IKK,IKK,"-87.8462982178, 41.07139968869999"
KILG,medium_airport,New Castle Airport,80.0,,US,US-DE,Wilmington,KILG,ILG,ILG,"-75.60649872, 39.67869949"
KILM,medium_airport,Wilmington International Airport,32.0,,US,US-NC,Wilmington,KILM,ILM,ILM,"-77.90260314941406, 34.270599365234375"
KILN,medium_airport,Wilmington Airpark,1077.0,,US,US-OH,Wilmington,KILN,ILN,ILN,"-83.792098999, 39.427898407"
KIND,large_airport,Indianapolis International Airport,797.0,,US,US-IN,Indianapolis,KIND,IND,IND,"-86.294403, 39.7173"
KINK,medium_airport,Winkler County Airport,2822.0,,US,US-TX,Wink,KINK,INK,INK,"-103.200996399, 31.779600143399996"
KINL,medium_airport,Falls International Airport,1185.0,,US,US-MN,International Falls,KINL,INL,INL,"-93.4030990600586, 48.566200256347656"
KINT,medium_airport,Smith Reynolds Airport,969.0,,US,US-NC,Winston Salem,KINT,INT,INT,"-80.22200012207031, 36.13370132446289"
KINW,medium_airport,Winslow Lindbergh Regional Airport,4941.0,,US,US-AZ,Winslow,KINW,INW,INW,"-110.722999573, 35.021900177"
KIPL,medium_airport,Imperial County Airport,-54.0,,US,US-CA,Imperial,KIPL,IPL,IPL,"-115.57900238, 32.834201812699995"
KIPT,medium_airport,Williamsport Regional Airport,529.0,,US,US-PA,Williamsport,KIPT,IPT,IPT,"-76.92109680175781, 41.241798400878906"
KIRK,medium_airport,Kirksville Regional Airport,966.0,,US,US-MO,Kirksville,KIRK,IRK,IRK,"-92.5448989868164, 40.09349822998047"
KISM,medium_airport,Kissimmee Gateway Airport,82.0,,US,US-FL,Orlando,KISM,ISM,ISM,"-81.4371032715, 28.2898006439"
KISN,medium_airport,Sloulin Field International Airport,1982.0,,US,US-ND,Williston,KISN,ISN,ISN,"-103.641998291, 48.177898407"
KISO,medium_airport,Kinston Regional Jetport At Stallings Field,93.0,,US,US-NC,Kinston,KISO,ISO,ISO,"-77.60880279540001, 35.331401825"
KISP,medium_airport,Long Island Mac Arthur Airport,99.0,,US,US-NY,Islip,KISP,ISP,ISP,"-73.10019684, 40.79520035"
KITH,medium_airport,Ithaca Tompkins Regional Airport,1099.0,,US,US-NY,Ithaca,KITH,ITH,ITH,"-76.4583969116211, 42.49100112915039"
KIWA,medium_airport,Phoenix-Mesa-Gateway Airport,1382.0,,US,US-AZ,Phoenix,KIWA,AZA,IWA,"-111.6549988, 33.30780029"
KJAC,medium_airport,Jackson Hole Airport,6451.0,,US,US-WY,Jackson,KJAC,JAC,JAC,"-110.73799896240234, 43.6072998046875"
KJAN,large_airport,Jackson-Medgar Wiley Evers International Airport,346.0,,US,US-MS,Jackson,KJAN,JAN,JAN,"-90.0758972168, 32.3111991882"
KJAX,large_airport,Jacksonville International Airport,30.0,,US,US-FL,Jacksonville,KJAX,JAX,JAX,"-81.68789672851562, 30.49410057067871"
KJBR,medium_airport,Jonesboro Municipal Airport,262.0,,US,US-AR,Jonesboro,KJBR,JBR,JBR,"-90.64640045166016, 35.83169937133789"
KJCT,medium_airport,Kimble County Airport,1749.0,,US,US-TX,Junction,KJCT,JCT,JCT,"-99.7634963989, 30.5112991333"
KJFK,large_airport,John F Kennedy International Airport,13.0,,US,US-NY,New York,KJFK,JFK,JFK,"-73.7789, 40.639801"
KJHW,medium_airport,Chautauqua County-Jamestown Airport,1723.0,,US,US-NY,Jamestown,KJHW,JHW,JHW,"-79.25800323, 42.15340042"
KJKL,medium_airport,Julian Carroll Airport,1381.0,,US,US-KY,Jackson,KJKL,,JKL,"-83.31729888916016, 37.59389877319336"
KJLN,large_airport,Joplin Regional Airport,981.0,,US,US-MO,Joplin,KJLN,JLN,JLN,"-94.49829864501953, 37.151798248291016"
KJMS,medium_airport,Jamestown Regional Airport,1500.0,,US,US-ND,Jamestown,KJMS,JMS,JMS,"-98.67819977, 46.92969894"
KJST,medium_airport,John Murtha Johnstown Cambria County Airport,2284.0,,US,US-PA,Johnstown,KJST,JST,JST,"-78.83390045166016, 40.31610107421875"
KJXN,medium_airport,Jackson County Reynolds Field,1001.0,,US,US-MI,Jackson,KJXN,JXN,JXN,"-84.45939636230001, 42.259799957300004"
KKLS,medium_airport,Southwest Washington Regional Airport,20.0,,US,US-WA,Kelso,KKLS,KLS,KLS,"-122.898002625, 46.11800003049999"
KLAF,medium_airport,Purdue University Airport,606.0,,US,US-IN,Lafayette,KLAF,LAF,LAF,"-86.93689727783203, 40.41230010986328"
KLAL,medium_airport,Lakeland Linder International Airport,142.0,,US,US-FL,Lakeland,KLAL,LAL,LAL,"-82.018602, 27.988899"
KLAN,medium_airport,Capital City Airport,861.0,,US,US-MI,Lansing,KLAN,LAN,LAN,"-84.58740234375, 42.77870178222656"
KLAR,medium_airport,Laramie Regional Airport,7284.0,,US,US-WY,Laramie,KLAR,LAR,LAR,"-105.67500305175781, 41.31209945678711"
KLAS,large_airport,McCarran International Airport,2181.0,,US,US-NV,Las Vegas,KLAS,LAS,LAS,"-115.1520004, 36.08010101"
KLAW,medium_airport,Lawton Fort Sill Regional Airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,LAW,"-98.4166030884, 34.5676994324"
KLAX,large_airport,Los Angeles International Airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,"-118.407997, 33.942501"
KLBB,large_airport,Lubbock Preston Smith International Airport,3282.0,,US,US-TX,Lubbock,KLBB,LBB,LBB,"-101.822998, 33.663601"
KLBE,medium_airport,Arnold Palmer Regional Airport,1199.0,,US,US-PA,Latrobe,KLBE,LBE,LBE,"-79.40480042, 40.27590179"
KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,2777.0,,US,US-NE,North Platte,KLBF,LBF,LBF,"-100.6839981, 41.12620163"
KLBL,medium_airport,Liberal Mid-America Regional Airport,2885.0,,US,US-KS,Liberal,KLBL,LBL,LBL,"-100.9599991, 37.0442009"
KLBT,medium_airport,Lumberton Regional Airport,126.0,,US,US-NC,Lumberton,KLBT,LBT,LBT,"-79.05940246579999, 34.6099014282"
KLBX,medium_airport,Texas Gulf Coast Regional Airport,25.0,,US,US-TX,Angleton/Lake Jackson,KLBX,LJN,LBX,"-95.462097168, 29.1086006165"
KLCH,medium_airport,Lake Charles Regional Airport,15.0,,US,US-LA,Lake Charles,KLCH,LCH,LCH,"-93.22329711914062, 30.126100540161133"
KLCK,large_airport,Rickenbacker International Airport,744.0,,US,US-OH,Columbus,KLCK,LCK,LCK,"-82.927803, 39.813801"
KLEB,medium_airport,Lebanon Municipal Airport,603.0,,US,US-NH,Lebanon,KLEB,LEB,LEB,"-72.30419921880001, 43.626098632799994"
KLEE,medium_airport,Leesburg International Airport,76.0,,US,US-FL,Leesburg,KLEE,LEE,LEE,"-81.80870056, 28.82309914"
KLEX,large_airport,Blue Grass Airport,979.0,,US,US-KY,Lexington,KLEX,LEX,LEX,"-84.60590362548828, 38.0364990234375"
KLFI,large_airport,Langley Air Force Base,11.0,,US,US-VA,Hampton,KLFI,LFI,LFI,"-76.360496521, 37.082901001"
KLFK,medium_airport,Angelina County Airport,296.0,,US,US-TX,Lufkin,KLFK,LFK,LFK,"-94.75, 31.2339992523"
KLFT,large_airport,Lafayette Regional Airport,42.0,,US,US-LA,Lafayette,KLFT,LFT,LFT,"-91.98760223, 30.20529938"
KLGA,large_airport,La Guardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,LGA,"-73.872597, 40.777199"
KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,60.0,,US,US-CA,Long Beach,KLGB,LGB,LGB,"-118.1520004, 33.81769943"
KLGU,medium_airport,Logan-Cache Airport,4457.0,,US,US-UT,Logan,KLGU,LGU,LGU,"-111.851997375, 41.7911987305"
KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,262.0,,US,US-AR,Little Rock,KLIT,LIT,LIT,"-92.2242965698, 34.729400634799994"
KLLQ,medium_airport,Monticello Municipal Ellis Field,270.0,,US,US-AR,Monticello,KLLQ,,LLQ,"-91.75099945, 33.6385994"
